# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PA1752	PA1752	AAG05141	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1753	PA1753	AAG05142	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1772	PA1772	AAG05161	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1779	PA1779	AAG05168	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PA1781.1	PA1781.1	PA1781.1-1	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1782	PA1782	AAG05171	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1784	PA1784	AAG05173	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1785	PA1785	AAG05174	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1786	PA1786	AAG05175	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA1788	PA1788	AAG05177	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1789	PA1789	AAG05178	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1790	PA1790	AAG05179	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1791	PA1791	AAG05180	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PA1792	PA1792	AAG05181	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1874	PA1874	AAG05263	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
PA1875	PA1875	AAG05264	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1876	PA1876	AAG05265	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1877	PA1877	AAG05266	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
PA1878	PA1878	AAG05267	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1879	PA1879	AAG05268	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1880	PA1880	AAG05269	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1881	PA1881	AAG05270	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1882	PA1882	AAG05271	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1889	PA1889	AAG05278	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1890	PA1890	AAG05279	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1891	PA1891	AAG05280	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1892	PA1892	AAG05281	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1893	PA1893	AAG05282	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1894	PA1894	AAG05283	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA1895	PA1895	AAG05284	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1896	PA1896	AAG05285	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1897	PA1897	AAG05286	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1908	PA1908	AAG05296	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1909	PA1909	AAG05297	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1913	PA1913	AAG05301	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1914	PA1914	AAG05302	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1915	PA1915	AAG05303	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1933	PA1933	AAG05321	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1934	PA1934	AAG05322	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1935	PA1935	AAG05323	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1936	PA1936	AAG05324	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1937	PA1937	AAG05325	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PA1938	PA1938	AAG05326	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1939	PA1939	AAG05327	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1940	PA1940	AAG05328	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1941	PA1941	AAG05329	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1942	PA1942	AAG05330	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1943	PA1943	AAG05331	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1944	PA1944	AAG05332	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1945	PA1945	AAG05333	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0
PA1951	PA1951	AAG05339	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1952	PA1952	AAG05340	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1953	PA1953	AAG05341	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1954	PA1954	AAG05342	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1981	PA1981	AAG05369	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1995	PA1995	AAG05383	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1997	PA1997	AAG05385	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2002	PA2002	AAG05390	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2004	PA2004	AAG05392	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
PA2005	PA2005	AAG05393	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA2006	PA2006	AAG05394	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
PA2010	PA2010	AAG05398	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA2017	PA2017	AAG05405	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2018	PA2018	AAG05406	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2019	PA2019	AAG05407	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA2020	PA2020	AAG05408	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2021	PA2021	AAG05409	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2022	PA2022	AAG05410	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2024	PA2024	AAG05412	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2042	PA2042	AAG05430	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA2043	PA2043	AAG05431	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA2044	PA2044	AAG05432	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PA2045	PA2045	AAG05433	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PA2046	PA2046	AAG05434	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PA2047	PA2047	AAG05435	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
PA2048	PA2048	AAG05436	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PA2049	PA2049	AAG05437	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
PA2050	PA2050	AAG05438	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PA2051	PA2051	AAG05439	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2055	PA2055	AAG05443	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2056	PA2056	AAG05444	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2057	PA2057	AAG05445	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PA2058	PA2058	AAG05446	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2059	PA2059	AAG05447	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2060	PA2060	AAG05448	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA2061	PA2061	AAG05449	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2062	PA2062	AAG05450	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2063	PA2063	AAG05451	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
PA2066	PA2066	AAG05454	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA2067	PA2067	AAG05455	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
PA2068	PA2068	AAG05456	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
PA2069	PA2069	AAG05457	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA2070	PA2070	AAG05458	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
PA2072	PA2072	AAG05460	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2104	PA2104	AAG05492	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2105	PA2105	AAG05493	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2106	PA2106	AAG05494	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2107	PA2107	AAG05495	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2108	PA2108	AAG05496	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2109	PA2109	AAG05497	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA2110	PA2110	AAG05498	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2111	PA2111	AAG05499	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2112	PA2112	AAG05500	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2114	PA2114	AAG05502	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2124	PA2124	AAG05512	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2125	PA2125	AAG05513	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2126	PA2126	AAG05514	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2127	PA2127	AAG05515	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2135	PA2135	AAG05523	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2136	PA2136	AAG05524	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA2137	PA2137	AAG05525	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA2138	PA2138	AAG05526	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA2139	PA2139	AAG05527	protein_coding	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0
PA2140	PA2140	AAG05528	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA2141	PA2141	AAG05529	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1
PA2142	PA2142	AAG05530	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA2143	PA2143	AAG05531	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA2145	PA2145	AAG05533	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2160	PA2160	AAG05548	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2161	PA2161	AAG05549	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2162	PA2162	AAG05550	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2163	PA2163	AAG05551	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PA2164	PA2164	AAG05552	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2165	PA2165	AAG05553	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2166	PA2166	AAG05554	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2167	PA2167	AAG05555	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2186	PA2186	AAG05574	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2187	PA2187	AAG05575	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2188	PA2188	AAG05576	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA2189	PA2189	AAG05577	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA2190	PA2190	AAG05578	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA2192	PA2192	AAG05580	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA2196	PA2196	AAG05584	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA2197	PA2197	AAG05585	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2198	PA2198	AAG05586	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2199	PA2199	AAG05587	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2285	PA2285	AAG05673	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2286	PA2286	AAG05674	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2287	PA2287	AAG05675	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2288	PA2288	AAG05676	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2289	PA2289	AAG05677	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2291	PA2291	AAG05679	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2292	PA2292	AAG05680	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2293	PA2293	AAG05681	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2296	PA2296	AAG05684	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2297	PA2297	AAG05685	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2298	PA2298	AAG05686	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2299	PA2299	AAG05687	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2301	PA2301	AAG05689	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2323	PA2323	AAG05711	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2324	PA2324	AAG05712	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2325	PA2325	AAG05713	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2326	PA2326	AAG05714	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2327	PA2327	AAG05715	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2328	PA2328	AAG05716	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2329	PA2329	AAG05717	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2330	PA2330	AAG05718	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2331	PA2331	AAG05719	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2332	PA2332	AAG05720	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2383	PA2383	AAG05771	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2384	PA2384	AAG05772	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2402	PA2402	AAG05790	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2435	PA2435	AAG05823	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2436	PA2436	AAG05824	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2437	PA2437	AAG05825	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA2438	PA2438	AAG05826	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA2439	PA2439	AAG05827	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
PA2440	PA2440	AAG05828	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
PA2441	PA2441	AAG05829	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA2447	PA2447	AAG05835	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2448	PA2448	AAG05836	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA2449	PA2449	AAG05837	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA2450	PA2450	AAG05838	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA2451	PA2451	AAG05839	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2452	PA2452	AAG05840	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PA2453	PA2453	AAG05841	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2454	PA2454	AAG05842	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA2455	PA2455	AAG05843	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA2456	PA2456	AAG05844	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA2457	PA2457	AAG05845	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA2458	PA2458	AAG05846	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA2459	PA2459	AAG05847	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PA2460	PA2460	AAG05848	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2461	PA2461	AAG05849	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2462	PA2462	AAG05850	protein_coding	0	2	1	2	0	0	0	1	0	1	0	0	0	2	1
PA2463	PA2463	AAG05851	protein_coding	0	1	0	2	0	0	0	2	0	0	0	0	0	1	0
PA2464	PA2464	AAG05852	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
PA2465	PA2465	AAG05853	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
PA2484	PA2484	AAG05872	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA2485	PA2485	AAG05873	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
PA2486	PA2486	AAG05874	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
PA2487	PA2487	AAG05875	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PA2488	PA2488	AAG05876	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
PA2489	PA2489	AAG05877	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
PA2490	PA2490	AAG05878	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
PA2491	PA2491	AAG05879	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
PA2496	PA2496	AAG05884	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2497	PA2497	AAG05885	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2498	PA2498	AAG05886	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2499	PA2499	AAG05887	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2524	PA2524	AAG05912	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2525	PA2525	AAG05913	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2526	PA2526	AAG05914	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA2527	PA2527	AAG05915	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2528	PA2528	AAG05916	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2555	PA2555	AAG05943	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2556	PA2556	AAG05944	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2557	PA2557	AAG05945	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2558	PA2558	AAG05946	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2559	PA2559	AAG05947	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2560	PA2560	AAG05948	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2561	PA2561	AAG05949	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2562	PA2562	AAG05950	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA2563	PA2563	AAG05951	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA2564	PA2564	AAG05952	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2565	PA2565	AAG05953	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2566	PA2566	AAG05954	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2567	PA2567	AAG05955	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA2568	PA2568	AAG05956	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2569	PA2569	AAG05957	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2570.1	PA2570.1	PA2570.1-1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2571	PA2571	AAG05959	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2580	PA2580	AAG05968	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2581	PA2581	AAG05969	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2581.1	PA2581.1	PA2581.1-1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2582	PA2582	AAG05970	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2583	PA2583	AAG05971	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA2583.1	PA2583.1	PA2583.1-1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2621	PA2621	AAG06009	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2625	PA2625	AAG06013	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2627	PA2627	AAG06015	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2628	PA2628	AAG06016	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2662	PA2662	AAG06050	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2665	PA2665	AAG06053	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2666	PA2666	AAG06054	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2667	PA2667	AAG06055	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2668	PA2668	AAG06056	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PA2669	PA2669	AAG06057	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2670	PA2670	AAG06058	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2671	PA2671	AAG06059	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2672	PA2672	AAG06060	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2673	PA2673	AAG06061	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2674	PA2674	AAG06062	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2675	PA2675	AAG06063	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2676	PA2676	AAG06064	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2725	PA2725	AAG06113	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2726	PA2726	AAG06114	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2727	PA2727	AAG06115	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PA2728	PA2728	AAG06116	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2729	PA2729	AAG06117	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2751	PA2751	AAG06139	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2752	PA2752	AAG06140	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2753	PA2753	AAG06141	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2754	PA2754	AAG06142	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2756	PA2756	AAG06144	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2757	PA2757	AAG06145	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA2758	PA2758	AAG06146	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2759	PA2759	AAG06147	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2760	PA2760	AAG06148	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2761	PA2761	AAG06149	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA2762	PA2762	AAG06150	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2763	PA2763	AAG06151	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA2777	PA2777	AAG06165	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
